Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
25,25,1997-12-20,34-306,CHI,@,NJN,W (+8),1,41:40,10,23,.435,0,0,,4,5,.800,3,2,5,3,0,2,2,2,24,14.9
26,26,1997-12-23,34-309,CHI,,LAC,W (+5),1,39:30,9,24,.375,0,1,.000,9,12,.750,7,5,12,4,0,1,2,0,27,20.5
27,27,1997-12-25,34-311,CHI,,MIA,W (+10),1,37:35,8,20,.400,0,1,.000,8,12,.667,4,7,11,4,2,0,3,0,24,18.3
28,28,1997-12-27,34-313,CHI,,ATL,W (+7),1,36:22,18,26,.692,0,0,,11,13,.846,2,2,4,2,3,1,4,2,47,37.5
29,29,1997-12-29,34-315,CHI,,DAL,W (+6),1,41:37,16,29,.552,0,1,.000,9,11,.818,1,6,7,0,0,2,2,1,41,27.8
30,30,1997-12-30,34-316,CHI,@,MIN,L (-4),1,38:44,11,28,.393,1,3,.333,10,13,.769,0,4,4,1,0,0,3,1,33,15.1
31,31,1998-01-02,34-319,CHI,,MIL,W (+14),1,42:41,15,22,.682,1,1,1.000,13,15,.867,1,4,5,1,2,0,0,1,44,38.0
32,32,1998-01-03,34-320,CHI,@,DET,W (+9),1,46:37,12,25,.480,0,1,.000,10,11,.909,0,9,9,9,1,2,4,2,34,27.5
33,33,1998-01-06,34-323,CHI,,BOS,W (+11),1,40:39,5,13,.385,0,1,.000,9,12,.750,1,2,3,4,3,0,3,0,19,14.8
34,34,1998-01-07,34-324,CHI,@,MIA,L (-27),1,36:52,12,27,.444,1,2,.500,1,3,.333,2,2,4,1,1,0,1,0,26,13.8
35,35,1998-01-09,34-326,CHI,@,NYK,W (+1),1,41:32,17,33,.515,1,4,.250,9,10,.900,1,3,4,2,3,1,1,3,44,31.8
36,36,1998-01-10,34-327,CHI,,GSW,W (+5),1,38:33,13,31,.419,0,1,.000,6,10,.600,4,2,6,3,0,0,1,0,32,18.4
37,37,1998-01-13,34-330,CHI,,SEA,W (+10),1,37:44,12,27,.444,0,2,.000,16,18,.889,1,0,1,2,0,0,1,5,40,24.2
38,38,1998-01-15,34-332,CHI,@,PHI,L (-10),1,38:16,9,23,.391,0,1,.000,2,4,.500,2,7,9,4,2,0,4,1,20,10.6
39,39,1998-01-16,34-333,CHI,@,MIL,W (+10),1,39:56,10,20,.500,1,1,1.000,6,7,.857,0,8,8,2,1,1,3,3,27,17.9
40,40,1998-01-18,34-335,CHI,,HOU,W (+6),1,40:55,16,29,.552,2,2,1.000,11,12,.917,0,3,3,3,3,1,4,2,45,32.6
41,41,1998-01-21,34-338,CHI,,CHH,W (+31),1,31:00,14,23,.609,1,3,.333,4,4,1.000,1,4,5,6,3,1,1,2,33,30.5
42,42,1998-01-23,34-340,CHI,@,NJN,W (+2),1,43:53,10,23,.435,0,1,.000,12,13,.923,0,5,5,1,1,1,4,2,32,18.6
43,43,1998-01-25,34-342,CHI,,UTA,L (-7),1,43:55,13,26,.500,0,4,.000,6,7,.857,3,2,5,7,2,0,3,4,32,23.6
44,44,1998-01-27,34-344,CHI,@,VAN,W (+18),1,32:31,7,15,.467,0,0,,6,6,1.000,0,0,0,3,1,1,1,0,20,15.1
45,45,1998-01-29,34-346,CHI,@,POR,W (+13),1,39:20,11,24,.458,0,1,.000,7,7,1.000,1,4,5,4,1,0,0,1,29,21.9
46,46,1998-01-30,34-347,CHI,@,GSW,W (+7),1,41:25,2,17,.118,0,0,,10,11,.909,3,5,8,3,3,1,2,0,14,9.9
47,47,1998-02-01,34-349,CHI,@,LAL,L (-25),1,37:03,11,26,.423,0,1,.000,9,12,.750,0,5,5,2,1,0,1,0,31,18.9
48,48,1998-02-02,34-350,CHI,@,DEN,W (+39),1,33:07,6,12,.500,0,0,,3,4,.750,1,5,6,3,1,0,0,1,15,13.5
49,49,1998-02-04,34-352,CHI,@,UTA,L (-8),1,42:38,17,37,.459,1,5,.200,5,6,.833,2,5,7,3,2,1,1,2,40,26.4
50,50,1998-02-10,34-358,CHI,,TOR,W (+7),1,34:17,8,21,.381,0,3,.000,2,5,.400,2,3,5,1,2,0,2,1,18,7.9
51,51,1998-02-11,34-359,CHI,@,CHH,W (+2),1,41:14,11,22,.500,0,0,,7,9,.778,1,3,4,6,0,0,1,2,29,21.2
52,52,1998-02-13,34-361,CHI,,ATL,W (+2),1,36:03,14,22,.636,0,1,.000,9,12,.750,3,4,7,1,1,0,2,0,37,29.0
53,53,1998-02-15,34-363,CHI,,DET,W (+9),1,40:36,7,17,.412,0,1,.000,7,8,.875,1,11,12,5,3,0,3,3,21,17.8
54,54,1998-02-17,35-000,CHI,,IND,W (+8),1,39:34,13,23,.565,0,2,.000,1,3,.333,2,2,4,6,1,1,2,4,27,19.6
55,55,1998-02-19,35-002,CHI,@,TOR,W (+37),1,28:21,5,9,.556,1,2,.500,5,6,.833,0,4,4,5,0,0,1,2,16,14.2
56,56,1998-02-21,35-004,CHI,@,WAS,W (+6),1,42:19,8,23,.348,0,0,,3,5,.600,3,5,8,3,1,2,1,3,19,11.2
57,57,1998-02-23,35-006,CHI,,CLE,W (+22),1,29:08,7,14,.500,0,1,.000,3,4,.750,2,5,7,6,0,1,2,3,17,14.2
58,58,1998-02-25,35-008,CHI,,POR,L (-5),1,42:31,9,26,.346,0,2,.000,15,17,.882,1,3,4,3,4,1,3,2,33,22.2
59,59,1998-02-28,35-011,CHI,,SAC,W (+15),1,38:56,10,17,.588,0,1,.000,8,9,.889,1,1,2,2,0,0,2,1,28,19.7
60,60,1998-03-03,35-014,CHI,,DEN,W (+28),1,39:31,12,19,.632,0,0,,6,6,1.000,0,7,7,2,2,0,2,1,30,24.6
61,61,1998-03-08,35-019,CHI,@,NYK,W (+13),1,43:34,17,33,.515,1,2,.500,7,9,.778,3,5,8,6,3,1,2,1,42,34.0
62,62,1998-03-10,35-021,CHI,,MIA,W (+15),1,38:55,17,30,.567,1,2,.500,2,2,1.000,0,4,4,4,1,1,1,2,37,26.7
63,63,1998-03-12,35-023,CHI,@,DAL,L (-7),1,46:54,10,24,.417,1,3,.333,5,11,.455,4,3,7,3,1,1,1,4,26,15.7
64,64,1998-03-14,35-025,CHI,@,SAS,W (+10),1,41:57,12,22,.545,0,0,,6,7,.857,2,3,5,3,2,1,3,2,30,22.3
65,65,1998-03-16,35-027,CHI,,NJN,W (+16),1,33:02,6,15,.400,0,1,.000,5,8,.625,2,5,7,1,1,0,4,1,17,7.9
66,66,1998-03-17,35-028,CHI,@,IND,W (+6),1,41:37,14,28,.500,1,3,.333,6,9,.667,1,3,4,2,1,0,2,1,35,21.4
67,67,1998-03-20,35-031,CHI,,VAN,W (+6),1,39:25,8,13,.615,1,2,.500,7,10,.700,0,4,4,3,0,1,3,1,24,17.5
68,68,1998-03-22,35-033,CHI,@,TOR,W (+2),1,41:17,13,28,.464,0,2,.000,7,7,1.000,0,4,4,3,5,3,2,3,33,25.8
69,69,1998-03-23,35-034,CHI,,BOS,W (+23),1,36:27,11,22,.500,0,1,.000,2,2,1.000,1,6,7,2,2,1,2,1,24,17.2
70,70,1998-03-25,35-036,CHI,@,ORL,W (+15),1,38:10,8,21,.381,1,3,.333,0,1,.000,2,5,7,8,5,0,0,2,17,17.8
71,71,1998-03-27,35-038,CHI,@,ATL,W (+15),1,43:00,13,26,.500,0,0,,8,12,.667,1,4,5,4,0,1,2,3,34,21.6
72,72,1998-03-29,35-040,CHI,@,MIL,W (+17),1,34:48,13,24,.542,0,1,.000,4,5,.800,1,1,2,0,2,0,0,3,30,19.8
73,73,1998-03-31,35-042,CHI,,DET,W (+5),1,47:20,11,26,.423,0,2,.000,4,4,1.000,1,2,3,8,4,2,4,5,26,18.5
74,74,1998-04-03,35-045,CHI,,MIN,W (+14),1,37:49,16,25,.640,2,6,.333,7,8,.875,3,3,6,4,1,0,0,1,41,35.9
75,75,1998-04-05,35-047,CHI,@,HOU,W (+15),1,37:16,18,31,.581,0,0,,4,4,1.000,2,2,4,3,3,0,2,3,40,29.4
76,76,1998-04-07,35-049,CHI,,WAS,W (+18),1,32:59,11,21,.524,1,2,.500,7,8,.875,1,3,4,3,1,1,2,0,30,22.7
77,77,1998-04-09,35-051,CHI,@,CLE,L (-6),1,36:42,10,24,.417,0,2,.000,9,12,.750,0,6,6,4,0,0,4,3,29,14.4
78,78,1998-04-11,35-053,CHI,,ORL,W (+9),1,35:12,15,25,.600,3,5,.600,4,10,.400,1,3,4,2,4,0,0,2,37,29.3
79,79,1998-04-13,35-055,CHI,,IND,L (-9),1,41:19,7,19,.368,1,1,1.000,12,14,.857,0,4,4,3,3,0,4,0,27,18.0
80,80,1998-04-15,35-057,CHI,@,DET,L (-8),1,43:01,7,25,.280,0,3,.000,5,10,.500,4,2,6,4,1,0,2,4,19,5.9
81,81,1998-04-17,35-059,CHI,@,PHI,W (+7),1,38:34,9,19,.474,0,2,.000,6,8,.750,1,5,6,2,5,0,4,5,24,16.1
82,82,1998-04-18,35-060,CHI,,NYK,W (+2),1,39:52,11,24,.458,0,0,,22,24,.917,0,3,3,3,1,0,1,1,44,33.4
