Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
17,17,1991-12-06,28-292,CHI,,CHH,W (+18),1,34:00,8,19,.421,1,2,.500,2,4,.500,1,10,11,10,1,0,1,3,19,17.6
18,18,1991-12-07,28-293,CHI,@,PHI,L (-3),1,41:00,12,25,.480,0,1,.000,8,10,.800,3,11,14,9,3,1,4,2,32,29.1
19,19,1991-12-10,28-296,CHI,,SEA,W (+5),1,39:00,7,20,.350,0,1,.000,5,8,.625,3,8,11,1,0,1,1,3,19,10.3
20,20,1991-12-13,28-299,CHI,,NYK,W (+10),1,43:00,9,18,.500,0,2,.000,9,12,.750,1,7,8,6,4,0,3,2,27,24.0
21,21,1991-12-14,28-300,CHI,@,WSB,W (+13),1,33:00,12,19,.632,0,1,.000,5,8,.625,3,6,9,1,2,3,1,3,29,25.8
22,22,1991-12-17,28-303,CHI,,LAL,L (-13),1,38:00,6,20,.300,0,3,.000,9,10,.900,0,4,4,7,3,3,0,3,21,19.0
23,23,1991-12-20,28-306,CHI,@,NJN,W (+17),1,30:00,8,18,.444,0,0,,8,8,1.000,1,4,5,4,1,2,0,0,24,21.7
24,24,1991-12-21,28-307,CHI,,ATL,W (+14),1,43:00,16,24,.667,2,2,1.000,3,3,1.000,1,8,9,10,4,1,3,2,37,37.6
25,25,1991-12-25,28-311,CHI,,BOS,W (+22),1,35:00,6,14,.429,0,1,.000,2,2,1.000,1,7,8,5,2,3,2,2,14,14.2
26,26,1991-12-26,28-312,CHI,@,ATL,W (+11),1,44:00,15,31,.484,1,2,.500,3,4,.750,1,2,3,6,2,3,4,1,34,23.1
27,27,1991-12-28,28-314,CHI,,SAC,W (+9),1,36:00,11,20,.550,0,1,.000,11,12,.917,0,2,2,8,3,3,6,5,33,26.3
28,28,1991-12-30,28-316,CHI,@,IND,W (+5),1,44:00,10,19,.526,0,1,.000,9,11,.818,2,4,6,7,3,2,4,4,29,25.2
29,29,1992-01-03,28-320,CHI,@,MIL,L (-5),1,40:00,19,29,.655,0,2,.000,6,8,.750,2,4,6,7,1,0,1,4,44,36.4
30,30,1992-01-04,28-321,CHI,,NJN,W (+44),1,32:00,12,20,.600,0,0,,3,4,.750,2,3,5,1,1,2,0,1,27,22.4
31,31,1992-01-07,28-324,CHI,,WSB,W (+13),1,37:00,7,15,.467,1,1,1.000,6,6,1.000,0,5,5,9,4,1,3,3,21,21.6
32,32,1992-01-08,28-325,CHI,@,MIA,W (+2),1,47:00,17,27,.630,0,0,,6,9,.667,0,6,6,8,1,2,4,3,40,31.3
33,33,1992-01-10,28-327,CHI,,UTA,W (+15),1,37:00,15,25,.600,1,2,.500,6,6,1.000,1,4,5,4,1,1,2,3,37,28.7
34,34,1992-01-11,28-328,CHI,,MIA,W (+9),1,39:00,10,19,.526,0,0,,10,10,1.000,0,6,6,7,1,1,1,4,30,26.5
35,35,1992-01-14,28-331,CHI,,PHI,W (+23),1,33:00,11,20,.550,0,1,.000,4,4,1.000,0,5,5,4,5,2,2,0,26,25.1
36,36,1992-01-16,28-333,CHI,@,CLE,W (+15),1,39:00,15,26,.577,0,2,.000,5,6,.833,0,4,4,8,2,1,2,4,35,28.3
37,37,1992-01-17,28-334,CHI,,SAS,W (+6),1,38:00,10,23,.435,1,1,1.000,10,10,1.000,0,4,4,8,1,0,1,3,31,24.5
38,38,1992-01-19,28-336,CHI,@,DET,W (+2),1,45:00,12,27,.444,0,2,.000,10,14,.714,0,6,6,6,2,0,3,3,34,22.1
39,39,1992-01-21,28-338,CHI,,PHO,W (+6),1,41:00,13,23,.565,0,0,,4,5,.800,2,3,5,7,5,1,4,3,30,26.4
40,40,1992-01-22,28-339,CHI,@,CHH,W (+3),1,43:00,7,18,.389,1,2,.500,8,8,1.000,2,4,6,4,2,2,5,2,23,16.2
41,41,1992-01-24,28-341,CHI,,DET,W (+24),1,30:00,9,14,.643,0,0,,2,2,1.000,1,1,2,5,0,2,2,0,20,17.7
42,42,1992-01-25,28-342,CHI,,HOU,W (+14),1,41:00,12,27,.444,3,3,1.000,8,10,.800,0,3,3,5,4,1,4,2,35,24.4
43,43,1992-01-28,28-345,CHI,@,SAS,L (-5),1,44:00,15,31,.484,0,1,.000,9,11,.818,0,9,9,7,4,0,3,3,39,29.9
44,44,1992-01-30,28-347,CHI,@,HOU,L (-3),1,43:00,9,26,.346,0,1,.000,4,4,1.000,2,3,5,5,3,0,1,3,22,14.0
45,45,1992-01-31,28-348,CHI,@,DAL,W (+15),1,37:00,10,17,.588,0,1,.000,5,6,.833,2,8,10,9,1,0,1,3,25,25.6
46,46,1992-02-02,28-350,CHI,@,LAL,W (+6),1,44:00,13,27,.481,1,1,1.000,6,8,.750,0,8,8,11,2,0,5,4,33,24.0
47,47,1992-02-03,28-351,CHI,@,UTA,L (-3),1,56:00,13,34,.382,1,1,1.000,7,9,.778,2,11,13,8,2,1,2,5,34,23.6
48,48,1992-02-11,28-359,CHI,,NJN,W (+20),1,34:00,13,23,.565,0,0,,8,9,.889,1,5,6,7,4,2,3,2,34,31.4
49,49,1992-02-13,28-361,CHI,@,NYK,W (+21),1,35:00,4,15,.267,0,0,,9,11,.818,0,2,2,5,1,0,1,1,17,11.0
50,50,1992-02-15,28-363,CHI,,NYK,W (+1),1,42:00,9,24,.375,0,0,,11,12,.917,1,4,5,2,2,2,3,3,29,17.9
51,51,1992-02-17,29-000,CHI,,CLE,L (-1),1,43:00,21,32,.656,0,1,.000,4,5,.800,1,3,4,6,0,0,3,1,46,34.0
52,52,1992-02-19,29-002,CHI,@,ORL,W (+13),1,38:00,11,23,.478,0,1,.000,5,7,.714,5,5,10,8,2,0,3,1,27,23.7
53,53,1992-02-21,29-004,CHI,@,ATL,W (+15),1,46:00,14,23,.609,0,0,,5,6,.833,1,9,10,14,4,0,4,2,33,34.5
54,54,1992-02-22,29-005,CHI,,MIN,W (+15),1,35:00,13,27,.481,0,3,.000,4,6,.667,2,4,6,8,1,2,1,2,30,24.3
55,55,1992-02-25,29-008,CHI,@,DET,L (-2),1,42:00,11,22,.500,0,0,,1,3,.333,1,3,4,6,4,1,1,2,23,19.9
56,56,1992-02-26,29-009,CHI,,WSB,W (+19),1,27:00,10,17,.588,1,3,.333,5,6,.833,2,2,4,1,2,0,0,0,26,22.4
57,57,1992-02-28,29-011,CHI,@,MIL,W (+4),1,41:00,8,18,.444,0,0,,8,10,.800,1,5,6,6,2,2,2,2,24,20.8
58,58,1992-03-01,29-013,CHI,,POR,W (+20),1,36:00,10,23,.435,0,2,.000,11,12,.917,0,9,9,7,3,0,5,3,31,22.9
59,59,1992-03-03,29-015,CHI,,IND,L (-2),1,39:00,12,21,.571,0,0,,3,5,.600,2,5,7,5,0,1,2,3,27,20.2
60,60,1992-03-05,29-017,CHI,@,MIN,W (+13),1,39:00,14,26,.538,0,0,,5,5,1.000,1,4,5,5,1,1,1,3,33,25.3
61,61,1992-03-06,29-018,CHI,,MIA,W (+42),1,28:00,12,20,.600,0,1,.000,3,3,1.000,0,6,6,2,2,1,2,2,27,20.9
62,62,1992-03-08,29-020,CHI,@,PHI,W (+4),1,43:00,12,26,.462,0,1,.000,10,13,.769,3,8,11,8,1,0,1,3,34,28.3
63,63,1992-03-11,29-023,CHI,,BOS,W (+34),1,35:00,14,23,.609,0,0,,4,4,1.000,0,13,13,3,0,2,4,2,32,24.1
64,64,1992-03-14,29-026,CHI,@,ORL,W (+16),1,38:00,11,22,.500,0,1,.000,4,4,1.000,1,9,10,9,5,0,3,1,26,26.3
65,65,1992-03-16,29-028,CHI,@,MIA,W (+16),1,39:00,15,27,.556,0,2,.000,7,7,1.000,2,7,9,13,0,1,3,1,37,34.0
66,66,1992-03-17,29-029,CHI,@,NJN,W (+11),1,45:00,16,32,.500,0,0,,8,12,.667,4,6,10,4,2,2,1,3,40,31.0
67,67,1992-03-19,29-031,CHI,@,WSB,W (+6),1,43:00,19,30,.633,1,1,1.000,12,15,.800,2,9,11,3,1,1,0,3,51,43.1
68,68,1992-03-21,29-033,CHI,,ORL,L (-3),1,38:00,10,22,.455,0,0,,5,7,.714,6,9,15,4,2,1,3,1,25,21.8
69,69,1992-03-24,29-036,CHI,,DEN,W (+13),1,41:00,18,31,.581,2,3,.667,12,13,.923,0,6,6,6,3,0,3,0,50,41.1
70,70,1992-03-28,29-040,CHI,,CLE,W (+24),1,37:00,21,32,.656,0,1,.000,2,2,1.000,0,4,4,6,3,0,1,2,44,36.6
71,71,1992-03-31,29-043,CHI,@,NYK,W (+6),1,40:00,13,23,.565,0,1,.000,10,12,.833,3,1,4,3,3,1,3,1,36,29.1
72,72,1992-04-01,29-044,CHI,,CHH,W (+6),1,39:00,11,22,.500,1,3,.333,8,10,.800,1,1,2,5,3,0,2,2,31,23.9
73,73,1992-04-03,29-046,CHI,,LAC,W (+11),1,42:00,5,17,.294,0,2,.000,5,6,.833,0,6,6,7,2,0,5,4,15,6.8
74,74,1992-04-05,29-048,CHI,@,BOS,L (-11),1,40:00,12,28,.429,0,3,.000,2,2,1.000,0,2,2,2,3,0,3,4,26,11.6
75,75,1992-04-07,29-050,CHI,,MIL,W (+15),1,37:00,12,22,.545,2,5,.400,4,4,1.000,0,5,5,7,6,1,3,3,30,28.3
76,76,1992-04-10,29-053,CHI,@,IND,W (+12),1,42:00,16,30,.533,1,1,1.000,2,4,.500,0,4,4,6,4,0,1,3,35,26.8
77,77,1992-04-11,29-054,CHI,,IND,W (+2),1,37:00,8,20,.400,0,0,,7,7,1.000,1,4,5,8,5,1,1,2,23,23.6
78,78,1992-04-13,29-056,CHI,,ATL,W (+7),1,23:00,6,12,.500,0,1,.000,0,0,,0,1,1,7,3,1,2,1,12,12.5
79,79,1992-04-17,29-060,CHI,@,ATL,W (+26),1,32:00,9,16,.563,0,0,,3,4,.750,1,3,4,8,0,0,5,4,21,13.6
80,80,1992-04-19,29-062,CHI,,DET,W (+18),1,39:00,9,17,.529,0,0,,14,15,.933,0,2,2,7,2,1,7,2,32,23.7
