Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
24,24,1995-12-22,32-308,CHI,,TOR,W (+9),1,40:00,9,19,.474,2,3,.667,7,7,1.000,3,7,10,5,3,0,2,1,27,25.6
25,25,1995-12-23,32-309,CHI,,UTA,W (+14),1,37:00,12,22,.545,1,2,.500,5,5,1.000,1,6,7,8,3,1,2,2,30,28.4
26,26,1995-12-26,32-312,CHI,@,IND,L (-6),1,43:00,11,28,.393,1,2,.500,7,9,.778,2,8,10,4,1,2,2,3,30,19.8
27,27,1995-12-29,32-315,CHI,,IND,W (+27),1,36:00,8,20,.400,0,2,.000,13,18,.722,3,4,7,3,3,0,4,4,29,19.0
28,28,1995-12-30,32-316,CHI,,ATL,W (+2),1,42:00,14,27,.519,1,2,.500,4,6,.667,2,5,7,6,4,1,5,3,33,24.5
29,29,1996-01-03,32-320,CHI,,HOU,W (+14),1,40:00,17,29,.586,1,1,1.000,3,4,.750,3,5,8,5,3,0,1,3,38,32.0
30,30,1996-01-04,32-321,CHI,@,CHH,W (+24),1,34:00,11,20,.550,0,1,.000,5,7,.714,1,4,5,5,1,0,1,1,27,21.6
31,31,1996-01-06,32-323,CHI,,MIL,W (+29),1,37:00,10,20,.500,2,4,.500,10,12,.833,1,1,2,3,3,1,0,2,32,27.2
32,32,1996-01-10,32-327,CHI,,SEA,W (+26),1,36:00,14,25,.560,1,2,.500,6,7,.857,1,13,14,5,0,1,4,2,35,26.7
33,33,1996-01-13,32-330,CHI,@,PHI,W (+27),1,34:00,18,28,.643,5,7,.714,7,7,1.000,3,7,10,2,1,1,2,1,48,40.5
34,34,1996-01-15,32-332,CHI,@,WSB,W (+7),1,39:00,16,31,.516,3,7,.429,11,11,1.000,0,4,4,2,1,0,5,5,46,27.3
35,35,1996-01-16,32-333,CHI,,PHI,W (+12),1,32:00,13,22,.591,2,6,.333,4,6,.667,3,4,7,2,3,0,1,1,32,27.3
36,36,1996-01-18,32-335,CHI,@,TOR,W (+3),1,43:00,14,28,.500,4,8,.500,6,8,.750,4,5,9,2,1,0,1,0,38,28.9
37,37,1996-01-21,32-338,CHI,@,DET,W (+15),1,43:00,12,23,.522,3,5,.600,9,11,.818,3,5,8,4,2,1,3,1,36,29.6
38,38,1996-01-23,32-340,CHI,@,NYK,W (+20),1,36:00,13,23,.565,3,4,.750,4,5,.800,1,5,6,4,3,0,2,1,33,27.3
39,39,1996-01-24,32-341,CHI,,VAN,W (+20),1,26:00,4,10,.400,0,1,.000,4,6,.667,1,2,3,6,0,0,1,4,12,8.7
40,40,1996-01-26,32-343,CHI,,MIA,W (+22),1,35:00,10,21,.476,1,3,.333,4,5,.800,4,5,9,4,3,2,8,4,25,15.8
41,41,1996-01-28,32-345,CHI,,PHO,W (+11),1,42:00,13,25,.520,0,2,.000,5,7,.714,3,3,6,6,3,1,2,5,31,24.8
42,42,1996-01-30,32-347,CHI,@,HOU,W (+11),1,43:00,7,26,.269,1,6,.167,7,8,.875,3,5,8,1,4,0,2,3,22,11.3
43,43,1996-02-01,32-349,CHI,@,SAC,W (+20),1,38:00,7,16,.438,0,1,.000,13,14,.929,0,2,2,1,2,1,4,4,27,16.6
44,44,1996-02-02,32-350,CHI,@,LAL,W (+15),1,39:00,8,17,.471,0,0,,1,1,1.000,3,4,7,7,1,0,3,2,17,13.7
45,45,1996-02-04,32-352,CHI,@,DEN,L (-6),1,42:00,13,29,.448,4,7,.571,9,11,.818,0,3,3,4,3,1,4,1,39,26.1
46,46,1996-02-06,32-354,CHI,@,PHO,L (-10),1,40:00,9,22,.409,0,2,.000,10,17,.588,2,0,2,6,3,0,3,5,28,17.0
47,47,1996-02-07,32-355,CHI,@,GSW,W (+4),1,46:00,15,31,.484,0,0,,10,13,.769,6,5,11,6,3,2,2,3,40,34.2
48,48,1996-02-13,32-361,CHI,,WSB,W (+13),1,36:00,11,23,.478,2,3,.667,8,10,.800,2,7,9,3,0,0,4,2,32,20.3
49,49,1996-02-15,32-363,CHI,@,DET,W (+3),1,49:00,10,30,.333,0,1,.000,12,12,1.000,2,6,8,5,3,0,1,2,32,22.9
50,50,1996-02-16,32-364,CHI,@,MIN,W (+3),1,38:00,13,23,.565,4,4,1.000,5,5,1.000,1,6,7,4,0,1,2,1,35,27.7
51,51,1996-02-18,33-001,CHI,@,IND,W (+8),1,42:00,16,29,.552,3,4,.750,9,10,.900,4,1,5,7,3,2,3,2,44,38.3
52,52,1996-02-20,33-003,CHI,,CLE,W (+26),1,35:00,6,19,.316,0,0,,2,3,.667,3,6,9,6,0,0,0,3,14,9.6
53,53,1996-02-22,33-005,CHI,@,ATL,W (+5),1,43:00,15,26,.577,2,2,1.000,2,2,1.000,1,2,3,3,0,1,2,0,34,23.9
54,54,1996-02-23,33-006,CHI,@,MIA,L (-9),1,40:00,9,21,.429,1,4,.250,12,13,.923,3,6,9,5,4,0,3,4,31,26.3
55,55,1996-02-25,33-008,CHI,,ORL,W (+20),1,40:00,8,19,.421,1,1,1.000,6,8,.750,2,3,5,7,2,0,1,2,23,19.5
56,56,1996-02-27,33-010,CHI,,MIN,W (+21),1,41:00,11,24,.458,2,3,.667,11,12,.917,2,4,6,7,2,0,1,2,35,29.9
57,57,1996-03-01,33-013,CHI,,GSW,W (+23),1,35:00,7,17,.412,1,3,.333,2,3,.667,0,3,3,6,6,0,3,1,17,15.2
58,58,1996-03-02,33-014,CHI,,BOS,W (+32),1,32:00,8,15,.533,0,2,.000,5,8,.625,3,5,8,8,4,1,1,0,21,25.4
59,59,1996-03-05,33-017,CHI,,MIL,W (+9),1,32:00,12,20,.600,4,5,.800,5,6,.833,4,4,8,4,2,0,3,0,33,29.2
60,60,1996-03-07,33-019,CHI,,DET,W (+21),1,38:00,21,28,.750,2,4,.500,9,10,.900,2,9,11,2,6,0,4,3,53,47.7
61,61,1996-03-10,33-022,CHI,@,NYK,L (-32),1,43:00,12,26,.462,2,4,.500,6,7,.857,1,7,8,3,1,1,7,3,32,16.6
62,62,1996-03-13,33-025,CHI,,WSB,W (+17),1,36:00,12,25,.480,2,6,.333,11,12,.917,0,6,6,5,1,0,3,2,37,26.4
63,63,1996-03-15,33-027,CHI,,DEN,W (+21),1,36:00,14,22,.636,3,5,.600,2,3,.667,0,6,6,3,3,2,3,2,33,27.3
64,64,1996-03-16,33-028,CHI,@,NJN,W (+4),1,43:00,14,29,.483,2,5,.400,7,7,1.000,2,14,16,5,1,3,0,4,37,32.9
65,65,1996-03-18,33-030,CHI,@,PHI,W (+4),1,47:00,15,32,.469,0,5,.000,8,10,.800,2,9,11,4,1,0,2,5,38,24.7
66,66,1996-03-19,33-031,CHI,,SAC,W (+22),1,35:00,7,16,.438,0,3,.000,6,6,1.000,2,7,9,3,2,0,6,3,20,12.0
67,67,1996-03-21,33-033,CHI,,NYK,W (+21),1,37:00,14,24,.583,1,4,.250,7,7,1.000,0,11,11,5,1,0,1,3,36,30.4
68,68,1996-03-24,33-036,CHI,@,TOR,L (-1),1,39:00,14,22,.636,0,1,.000,8,8,1.000,5,4,9,2,0,2,2,3,36,30.5
69,69,1996-03-28,33-040,CHI,,ATL,W (+31),1,30:00,5,12,.417,0,1,.000,3,6,.500,0,5,5,7,1,1,0,3,13,12.3
70,70,1996-03-30,33-042,CHI,,LAC,W (+21),1,34:00,6,15,.400,0,1,.000,9,10,.900,4,5,9,6,2,0,1,1,21,21.6
71,71,1996-04-02,33-045,CHI,@,MIA,W (+18),1,37:00,11,23,.478,2,3,.667,8,8,1.000,1,7,8,3,2,0,1,4,32,24.6
72,72,1996-04-04,33-047,CHI,,MIA,W (+8),1,41:00,13,24,.542,1,4,.250,13,16,.813,3,4,7,3,4,2,4,2,40,33.2
73,73,1996-04-05,33-048,CHI,@,CHH,W (+34),1,28:00,10,16,.625,2,2,1.000,2,3,.667,0,5,5,4,3,0,3,0,24,20.7
74,74,1996-04-07,33-050,CHI,@,ORL,W (+4),1,44:00,10,30,.333,2,4,.500,5,5,1.000,1,2,3,1,2,0,1,2,27,12.2
75,75,1996-04-08,33-051,CHI,,CHH,L (-1),1,42:00,13,27,.481,1,3,.333,13,19,.684,4,7,11,5,1,0,1,2,40,31.5
76,76,1996-04-11,33-054,CHI,@,NJN,W (+13),1,26:00,8,18,.444,0,1,.000,1,4,.250,3,4,7,3,3,0,3,0,17,11.8
77,77,1996-04-12,33-055,CHI,,PHI,W (+30),1,29:00,10,16,.625,2,4,.500,1,1,1.000,2,1,3,0,4,1,2,2,23,19.4
78,78,1996-04-14,33-057,CHI,@,CLE,W (+26),1,35:00,11,18,.611,4,7,.571,6,6,1.000,3,9,12,3,1,0,3,0,32,28.7
79,79,1996-04-16,33-059,CHI,@,MIL,W (+6),1,42:00,9,27,.333,1,4,.250,3,4,.750,1,8,9,4,2,1,4,1,22,10.5
80,80,1996-04-18,33-061,CHI,,DET,W (+31),1,24:00,11,18,.611,4,5,.800,4,4,1.000,1,4,5,1,1,0,2,1,30,23.0
81,81,1996-04-20,33-063,CHI,,IND,L (-1),1,31:00,9,23,.391,2,5,.400,4,5,.800,0,2,2,6,1,1,3,4,24,13.0
82,82,1996-04-21,33-064,CHI,@,WSB,W (+10),1,24:00,11,22,.500,1,3,.333,3,3,1.000,1,3,4,4,4,0,1,0,26,22.4
