Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
39,39,1997-01-19,33-337,CHI,@,HOU,L (-16),1,43:23,8,25,.320,1,6,.167,9,9,1.000,3,11,14,5,1,1,1,0,26,21.3
40,40,1997-01-21,33-339,CHI,,NYK,W (+1),1,43:28,18,30,.600,5,8,.625,10,11,.909,1,3,4,4,2,0,2,1,51,40.8
41,41,1997-01-23,33-341,CHI,@,CLE,W (+16),1,38:58,10,24,.417,1,5,.200,11,12,.917,1,8,9,0,1,0,4,2,32,18.1
42,42,1997-01-25,33-343,CHI,,TOR,W (+12),1,30:39,10,16,.625,3,4,.750,1,2,.500,1,2,3,4,2,0,0,1,24,22.1
43,43,1997-01-28,33-346,CHI,@,VAN,W (+15),1,32:09,12,19,.632,1,3,.333,3,4,.750,1,3,4,3,4,0,2,1,28,24.4
44,44,1997-01-30,33-348,CHI,@,SAC,W (+18),1,39:42,11,19,.579,1,5,.200,9,10,.900,0,6,6,2,3,0,2,3,32,25.7
45,45,1997-01-31,33-349,CHI,@,GSW,W (+23),1,32:17,8,17,.471,1,6,.167,1,1,1.000,0,4,4,8,3,0,2,2,18,16.3
46,46,1997-02-02,33-351,CHI,@,SEA,W (+7),1,44:55,19,28,.679,2,3,.667,5,6,.833,3,4,7,3,1,0,1,2,45,37.2
47,47,1997-02-04,33-353,CHI,@,POR,W (+4),1,41:12,15,30,.500,1,4,.250,5,5,1.000,1,4,5,2,1,2,0,3,36,25.5
48,48,1997-02-05,33-354,CHI,@,LAL,L (-16),1,39:26,10,24,.417,2,5,.400,5,6,.833,1,3,4,4,1,1,2,1,27,17.5
49,49,1997-02-11,33-360,CHI,,CHH,W (+3),1,41:51,16,24,.667,1,2,.500,10,14,.714,0,5,5,4,3,0,5,2,43,32.5
50,50,1997-02-14,33-363,CHI,@,ATL,W (+1),1,45:22,13,28,.464,1,2,.500,3,5,.600,3,5,8,4,2,0,4,0,30,19.2
51,51,1997-02-16,33-365,CHI,,ORL,W (+21),1,37:51,8,20,.400,3,4,.750,0,0,,1,7,8,10,4,0,2,3,19,18.8
52,52,1997-02-18,34-001,CHI,,DEN,W (+11),1,32:16,10,18,.556,1,3,.333,3,4,.750,2,3,5,12,3,0,0,3,24,27.5
53,53,1997-02-21,34-004,CHI,@,WSB,W (+4),1,45:15,13,28,.464,3,4,.750,7,12,.583,1,3,4,4,1,0,2,2,36,22.2
54,54,1997-02-22,34-005,CHI,,GSW,W (+33),1,30:51,13,19,.684,5,8,.625,3,4,.750,1,4,5,1,3,0,2,1,34,28.7
55,55,1997-02-24,34-007,CHI,,POR,W (+27),1,30:19,13,27,.481,3,7,.429,8,9,.889,1,3,4,3,0,0,1,1,37,25.2
56,56,1997-02-27,34-010,CHI,@,CLE,L (-3),1,43:08,7,25,.280,0,3,.000,9,9,1.000,1,7,8,4,0,0,2,2,23,11.1
57,57,1997-02-28,34-011,CHI,,SAC,W (+18),1,34:40,13,20,.650,5,7,.714,4,5,.800,1,8,9,6,1,1,2,2,35,32.0
58,58,1997-03-03,34-014,CHI,,MIL,W (+18),1,36:00,11,19,.579,3,7,.429,6,6,1.000,0,3,3,6,2,0,2,2,31,26.4
59,59,1997-03-05,34-016,CHI,,SAS,W (+42),1,23:31,7,17,.412,1,4,.250,1,2,.500,1,1,2,4,2,0,0,1,16,11.9
60,60,1997-03-07,34-018,CHI,,IND,W (+8),1,43:58,11,21,.524,1,3,.333,15,17,.882,1,3,4,5,2,1,4,3,38,29.5
61,61,1997-03-09,34-020,CHI,@,NYK,L (-4),1,46:06,14,31,.452,0,3,.000,8,9,.889,2,4,6,4,1,0,1,2,36,24.1
62,62,1997-03-11,34-022,CHI,@,BOS,W (+11),1,43:15,13,23,.565,1,3,.333,5,6,.833,0,4,4,9,3,0,2,2,32,28.4
63,63,1997-03-12,34-023,CHI,@,PHI,W (+4),1,37:04,9,24,.375,1,4,.250,4,5,.800,0,5,5,3,2,1,4,2,23,10.9
64,64,1997-03-14,34-025,CHI,@,NJN,L (-1),1,38:51,16,34,.471,1,3,.333,3,5,.600,2,6,8,5,0,1,1,1,36,23.8
65,65,1997-03-15,34-026,CHI,,ATL,W (+20),1,28:56,5,11,.455,0,1,.000,0,0,,1,3,4,3,1,2,3,1,10,7.0
66,66,1997-03-18,34-029,CHI,,SEA,W (+2),1,50:25,10,28,.357,0,4,.000,12,13,.923,8,10,18,2,0,0,8,3,32,16.8
67,67,1997-03-21,34-032,CHI,@,IND,W (+19),1,40:24,11,25,.440,1,3,.333,13,14,.929,4,2,6,4,2,1,2,0,36,29.4
68,68,1997-03-22,34-033,CHI,,DET,W (+15),1,34:58,8,20,.400,3,6,.500,4,4,1.000,2,3,5,7,2,1,0,3,23,20.9
69,69,1997-03-25,34-036,CHI,,DAL,W (+2),1,36:03,9,20,.450,0,1,.000,2,2,1.000,0,1,1,3,3,0,2,3,20,11.8
70,70,1997-03-27,34-038,CHI,@,TOR,W (+13),1,41:28,5,17,.294,0,0,,2,3,.667,3,7,10,4,0,2,6,2,12,3.3
71,71,1997-03-29,34-040,CHI,,NJN,W (+10),1,38:36,9,21,.429,1,2,.500,2,3,.667,2,4,6,10,0,2,0,3,21,19.3
72,72,1997-04-01,34-043,CHI,,BOS,W (+5),1,27:13,8,11,.727,0,0,,5,9,.556,0,8,8,2,2,0,2,1,21,18.3
73,73,1997-04-03,34-045,CHI,@,WSB,L (-8),1,38:39,14,30,.467,1,4,.250,5,6,.833,0,1,1,6,2,1,2,2,34,22.6
74,74,1997-04-04,34-046,CHI,,CLE,W (+13),1,38:12,9,16,.563,0,1,.000,4,5,.800,1,4,5,3,1,2,0,2,22,19.6
75,75,1997-04-06,34-048,CHI,@,ORL,W (+16),1,40:27,13,22,.591,3,6,.500,8,9,.889,2,6,8,5,3,1,4,3,37,31.6
76,76,1997-04-07,34-049,CHI,,PHI,W (+26),1,29:42,13,25,.520,3,4,.750,1,2,.500,3,5,8,2,3,2,2,1,30,24.3
77,77,1997-04-09,34-051,CHI,@,IND,W (+6),1,40:55,8,19,.421,0,3,.000,7,8,.875,0,3,3,2,5,0,6,2,23,13.0
78,78,1997-04-10,34-052,CHI,@,NYK,W (+2),1,43:57,12,26,.462,1,3,.333,9,10,.900,1,7,8,6,1,1,3,3,34,24.7
79,79,1997-04-13,34-055,CHI,@,DET,L (-17),1,38:25,7,16,.438,0,3,.000,4,4,1.000,1,8,9,7,0,0,4,1,18,13.2
80,80,1997-04-14,34-056,CHI,,TOR,W (+17),1,34:45,12,24,.500,4,7,.571,2,2,1.000,2,9,11,10,3,1,2,2,30,30.0
81,81,1997-04-16,34-058,CHI,@,MIA,L (-10),1,39:27,11,27,.407,2,5,.400,2,4,.500,1,7,8,3,0,1,3,5,26,11.3
82,82,1997-04-19,34-061,CHI,,NYK,L (-2),1,39:29,14,22,.636,1,1,1.000,4,8,.500,0,3,3,3,2,0,4,4,33,21.0
